Date,Close,High,Low,Open,Volume
2012-09-25,34.4348,34.6528,34.4037,34.6216,7763669
2012-09-26,34.1858,34.3414,34.0924,34.1858,5912990
2012-09-27,34.3103,34.3414,34.1235,34.1235,4809219
2012-09-28,34.3414,34.466,34.1235,34.4037,4580522
2012-10-01,34.248,34.3103,34.0924,34.248,4006626
2012-10-02,34.4037,34.466,34.2169,34.3103,6552980
2012-10-03,34.248,34.4348,34.1858,34.4037,3633269
2012-10-04,34.2792,34.3103,33.9367,34.248,8104245
2012-10-05,34.3103,34.4348,34.248,34.248,11700336
2012-10-08,34.0301,34.2792,33.9678,34.248,9556106
2012-10-09,33.8744,34.0924,33.8744,34.0924,8493250
2012-10-11,33.1894,33.4385,33.1272,33.4385,30659151
2012-10-12,33.0961,33.2517,32.9404,33.1895,16268409
2012-10-15,33.1583,33.1583,33.0026,33.0338,10241646
2012-10-16,33.314,33.314,33.1895,33.2517,8036901
2012-10-17,33.2517,33.5631,33.1895,33.5631,16203149
2012-10-18,33.4074,33.5008,33.2829,33.4385,11622262
2012-10-19,33.1583,33.3763,33.0338,33.3763,16779789
2012-10-22,32.9404,32.9404,32.629,32.7536,13005865
2012-10-23,32.9404,33.0649,32.7847,32.9404,30800049
2012-10-24,31.7573,31.7573,31.4148,31.4771,18503895
2012-10-25,31.4459,31.7261,31.4148,31.7261,20563120
2012-10-26,31.0785,31.6016,31.0536,31.5705,26363027
2012-10-29,31.1346,31.2591,31.0536,31.1283,15100152
2012-10-30,31.4148,31.5393,31.2591,31.3214,12686436
2012-10-31,31.3837,31.5705,31.2591,31.5705,6854134
2012-11-01,31.3525,31.477,30.8855,31.1968,16368191
2012-11-02,31.5705,31.5705,31.4459,31.5705,7148546
2012-11-05,31.4459,31.5704,31.3214,31.477,8125841
2012-11-06,31.695,31.7261,31.3836,31.5393,9619098
2012-11-07,31.8507,31.8818,31.5393,31.695,11045662
2012-11-08,31.6016,31.6016,31.4459,31.5082,9785443
2012-11-09,31.8195,31.9441,31.2902,31.3525,10005555
2012-11-12,31.695,31.9441,31.6639,31.9441,7505345
2012-11-13,31.1657,31.7573,31.1346,31.7573,14839305
2012-11-14,31.228,31.2902,31.0225,31.1034,7656400
2012-11-15,31.1346,31.2902,30.8232,31.1346,11845749
2012-11-16,31.0972,31.3525,30.9976,31.1034,13698858
2012-11-19,31.2903,31.3525,31.1657,31.3214,4365081
2012-11-20,31.3525,31.5705,31.2902,31.5705,4985835
2012-11-21,31.1159,31.4459,30.9478,31.4148,13326407
2012-11-22,31.2591,31.3525,31.1968,31.3214,7869548
2012-11-23,32.1931,32.2554,31.4459,31.4771,19224255
2012-11-26,32.5045,32.5668,32.2554,32.2554,13124224
2012-11-27,32.629,32.6913,32.38,32.5045,8538125
2012-11-28,32.6602,32.6913,32.5045,32.629,4523801
2012-11-29,33.0649,33.0649,32.7847,32.7847,19857708
2012-11-30,33.3451,33.4385,33.0027,33.0649,29758835
2012-12-03,33.314,33.5008,33.1272,33.3451,11201079
2012-12-04,33.2829,33.2829,33.0338,33.0338,10697131
2012-12-05,33.4697,33.5008,33.0649,33.1895,13587588
2012-12-06,33.3763,33.4697,33.2829,33.4697,11294944
2012-12-07,33.5631,33.6565,33.4074,33.4074,16314379
2012-12-10,33.4385,33.6565,33.314,33.5631,9932783
2012-12-11,33.4074,33.5008,33.1894,33.4074,8904629
2012-12-12,33.6876,33.8121,33.5008,33.5008,18649618
2012-12-13,34.0612,34.1235,33.781,33.8121,22337289
2012-12-14,33.7499,33.9989,33.7499,33.9989,9058714
2012-12-17,33.314,33.7499,33.2517,33.7499,5560398
2012-12-18,33.3451,33.4697,33.2517,33.4697,6360924
2012-12-19,33.4385,33.5942,33.3763,33.5942,4659401
2012-12-20,33.0338,33.314,33.0338,33.2206,7276056
2012-12-21,32.8781,33.1272,32.629,33.0338,11689407
2012-12-24,32.8158,33.0338,32.7847,32.9404,4391649
2012-12-25,33.3763,33.4385,32.847,32.847,11578037
2012-12-26,33.314,33.4697,33.2517,33.3763,18127897
2012-12-27,33.2829,33.3763,33.1272,33.1272,11013548
2012-12-28,33.5008,33.5942,33.4074,33.4385,19932723
2013-01-02,33.8744,34.0301,33.5631,33.6253,16487837
2013-01-03,34.1546,34.2792,34.0301,34.1858,29020585
2013-01-04,33.9367,34.1546,33.8744,34.1546,9837846
2013-01-07,33.781,33.9678,33.5631,33.9678,8910880
2013-01-08,33.5631,33.7499,33.4074,33.6253,12507357
2013-01-09,33.6876,33.8121,33.4697,33.4697,7529070
2013-01-10,33.9367,34.0301,33.7187,33.8121,13953703
2013-01-11,33.9055,34.1235,33.8433,34.0612,11837820
2013-01-14,33.9367,33.9367,33.5008,33.6253,7282035
2013-01-15,33.6253,33.9055,33.5631,33.7499,6609521
2013-01-16,33.4385,33.6565,33.4385,33.6565,8142003
2013-01-17,33.1894,33.7499,33.1272,33.5631,10084179
2013-01-18,33.5942,33.5942,33.4385,33.5942,5410035
2013-01-21,33.5631,33.6565,33.3451,33.5942,4525979
2013-01-22,33.6565,33.8121,33.4385,33.8121,10501391
2013-01-23,33.6253,33.8121,33.5631,33.7499,7266884
2013-01-24,33.4385,33.5631,33.1583,33.4697,11334440
2013-01-25,33.314,33.4385,33.1272,33.4074,8521237
2013-01-28,33.4697,33.5942,33.4074,33.4385,8708776
2013-01-29,33.9367,33.9367,33.5942,33.5942,21973443
2013-01-30,33.9989,34.0924,33.9055,33.9367,21672090
2013-01-31,33.9989,33.9989,33.8121,33.9367,12643402
2013-02-01,34.1235,34.1546,33.999,34.0612,15057838
2013-02-04,34.3726,34.4971,34.1546,34.1546,30980908
2013-02-05,34.248,34.3103,34.1858,34.1858,15988259
2013-02-06,34.4971,34.5594,34.3726,34.3726,29434091
2013-02-18,34.6216,34.8085,34.5282,34.5594,29739642
2013-02-19,34.6528,34.7151,34.5905,34.6216,16817277
2013-02-20,34.933,34.9953,34.8084,34.8084,21814406
2013-02-21,34.6839,34.9019,34.6839,34.8085,9951139
2013-02-22,34.5594,34.7773,34.466,34.6216,9130884
2013-02-25,34.6839,34.7462,34.5905,34.7462,10431887
2013-02-26,34.3103,34.4971,34.2792,34.4037,6753666
2013-02-27,34.3726,34.3726,34.2169,34.2792,4605027
2013-03-01,34.4971,34.5905,34.4348,34.466,5730057
2013-03-04,34.0924,34.5282,34.0612,34.4971,8270213
2013-03-05,34.3726,34.466,34.1858,34.1858,16081480
2013-03-06,34.5282,34.7151,34.3726,34.6839,4640574
2013-03-07,34.4971,34.6528,34.3726,34.3726,5956438
2013-03-08,34.7462,34.8085,34.6216,34.6216,12380659
2013-03-11,34.8084,34.933,34.6216,34.7462,12066208
2013-03-12,34.5905,34.8707,34.5905,34.8085,7442935
2013-03-13,34.6528,34.8396,34.4348,34.6216,10205851
2013-03-14,34.6216,34.6216,34.466,34.5594,12133109
2013-03-15,34.3726,34.6839,34.3726,34.6216,9551506
2013-03-18,33.9367,34.248,33.8121,34.248,13219182
2013-03-19,33.9989,34.0924,33.9367,34.0612,3373726
2013-03-20,33.781,33.9678,33.7187,33.8433,8821393
2013-03-21,33.8121,33.9055,33.781,33.8744,4929633
2013-03-22,33.7187,33.8433,33.7187,33.7499,8202388
2013-03-25,33.9678,34.0924,33.9056,34.0924,2648667
2013-03-26,33.9678,33.999,33.9056,33.9678,1956026
2013-03-27,34.0612,34.1546,33.9055,33.999,4540031
2013-03-28,33.9678,34.0924,33.8744,34.0612,3315710
2013-03-29,34.3103,34.3414,34.0612,34.1546,5875788
2013-04-01,34.248,34.3726,34.2169,34.3103,3729172
2013-04-02,34.1546,34.3103,34.0612,34.248,4937409
2013-04-03,34.248,34.3414,34.1858,34.3103,2925659
2013-04-08,33.5319,33.9367,33.5319,33.9056,18559790
2013-04-09,33.4385,33.6565,33.3763,33.6253,7681461
2013-04-10,33.5008,33.5942,33.3763,33.4697,3118305
2013-04-11,33.8433,33.8744,33.5942,33.5942,9842030
2013-04-12,33.8433,33.9367,33.7499,33.8744,2297003
2013-04-15,33.5631,33.8433,33.4697,33.781,4111521
2013-04-16,33.6253,33.6253,33.2829,33.314,5150419
2013-04-17,33.5631,33.6876,33.5319,33.6253,4995060
2013-04-18,33.5319,33.6876,33.3451,33.3451,5605761
2013-04-19,34.5282,34.5594,33.781,33.781,22459000
2013-04-22,34.4971,34.6528,34.4348,34.5905,11412387
2013-04-23,34.3103,34.4971,34.2169,34.4971,3673886
2013-04-24,34.5905,34.7151,34.4037,34.466,12432393
2013-04-25,34.6528,34.7151,34.4971,34.5282,11885352
2013-04-26,34.7773,34.9953,34.7462,34.7462,11113050
2013-04-29,34.7462,34.8707,34.715,34.8085,8140413
2013-04-30,35.1198,35.2132,35.0264,35.0264,17616881
2013-05-02,35.2132,35.2755,35.0887,35.0887,15919943
2013-05-03,35.2755,35.4934,35.2755,35.4,13217634
2013-05-06,35.4311,35.5868,35.4311,35.4934,8575588
2013-05-07,35.5557,35.618,35.3689,35.4311,14262007
2013-05-08,36.0227,36.1784,35.618,35.618,21793386
2013-05-09,36.2406,36.3963,36.2095,36.2406,17797101
2013-05-10,36.0538,36.2095,36.0227,36.1784,9240965
2013-05-13,35.9604,36.1161,35.867,36.0538,6700177
2013-05-14,36.0538,36.2718,35.9604,36.1161,10934122
2013-05-15,36.085,36.1784,35.8982,36.1784,11719865
2013-05-16,36.552,36.6765,36.3652,36.4275,32187846
2013-05-17,36.3652,36.552,36.3652,36.4897,8651843
2013-05-20,36.3029,36.4274,36.1784,36.3029,7993319
2013-05-21,36.3029,36.552,36.2095,36.334,6989772
2013-05-22,36.2718,36.552,36.2406,36.5208,7429351
2013-05-23,35.4934,36.1161,35.4934,36.0538,14865840
2013-05-24,35.4,35.618,35.2443,35.4934,6949631
2013-05-27,35.7114,35.7114,35.3689,35.3689,3285598
2013-05-28,35.5868,35.7736,35.5868,35.7425,2342716
2013-05-29,35.8982,35.9916,35.7113,35.7113,7988608
2013-05-30,35.4623,35.7736,35.4,35.7425,8823666
2013-05-31,35.4623,35.9293,35.3689,35.8048,9240119
2013-06-03,35.3066,35.3377,35.0264,35.1509,6538988
2013-06-04,35.2443,35.3689,35.0887,35.3066,4243204
2013-06-05,35.2443,35.3377,35.0887,35.2132,3459608
2013-06-06,34.8084,35.0575,34.715,34.9953,15077276
2013-06-07,34.9019,34.9641,34.8084,34.8396,9058196
2013-06-10,35.1821,35.3066,35.1198,35.2132,3505343
2013-06-11,35.0887,35.2755,35.0264,35.2132,4689065
2013-06-13,34.248,34.8085,34.248,34.8085,33023834
2013-06-14,34.1235,34.3414,34.0612,34.3414,18099232
2013-06-17,34.3414,34.3414,34.1235,34.1546,5347377
2013-06-18,34.4971,34.4971,34.1546,34.3414,8771556
2013-06-19,34.4348,34.5594,34.3414,34.5594,6076740
2013-06-20,33.781,34.248,33.7499,34.248,25487892
2013-06-21,33.3763,33.6876,33.1583,33.6876,34639623
2013-06-24,33.2517,33.314,33.0649,33.2517,21260360
2013-06-25,33.0026,33.4385,32.9715,33.1895,19437447
2013-06-26,33.4385,33.5008,33.1895,33.3763,9915925
2013-06-27,33.8433,33.8433,33.5631,33.6565,22275200
2013-06-28,34.3103,34.3103,33.8121,33.8744,13714432
2013-07-01,34.6216,34.6839,34.1235,34.1235,13788335
2013-07-02,34.5594,34.715,34.5282,34.6528,4672336
2013-07-03,34.1546,34.4971,34.1546,34.3726,7004292
2013-07-04,34.2169,34.3414,34.1235,34.1858,4877072
2013-07-05,34.9019,34.9019,34.3726,34.4037,17674559
2013-07-08,34.248,34.9019,34.2169,34.9019,8666116
2013-07-09,34.6528,34.6839,34.2169,34.248,4074161
2013-07-10,34.7462,35.0575,34.6528,34.715,9107840
2013-07-11,35.618,35.7425,35.3066,35.3377,30308916
2013-07-12,35.7114,35.7425,35.5557,35.618,12910000
2013-07-15,35.8048,35.9293,35.5557,35.7114,14187888
2013-07-16,35.8048,35.867,35.7114,35.8048,9554028
2013-07-17,35.867,35.9604,35.7114,35.7425,12990199
2013-07-18,35.618,35.8982,35.5557,35.867,12640447
2013-07-19,34.8396,35.4311,34.715,35.4311,24692954
2013-07-22,34.9641,35.1198,34.933,34.9641,5257632
2013-07-23,35.5245,35.6179,35.1821,35.1821,8971869
2013-07-24,35.4311,35.5868,35.3689,35.3689,4960850
2013-07-25,35.4934,35.5868,35.1821,35.3689,4111707
2013-07-26,35.4311,35.7425,35.3066,35.4934,4896127
2013-07-29,35.1821,35.4,35.0264,35.3066,5925434
2013-07-30,35.4623,35.5868,35.1821,35.3377,10121624
2013-07-31,35.2443,35.4623,35.2132,35.4623,4383656
2013-08-01,34.9953,35.2755,34.9019,35.2132,7468236
2013-08-02,35.2132,35.4934,35.0887,35.2443,6840267
2013-08-05,35.3066,35.3689,35.0264,35.1821,2877732
2013-08-06,34.8084,35.1198,34.715,35.1198,20739753
2013-08-07,34.3103,34.5905,34.3103,34.5905,21061146
2013-08-08,34.1858,34.3103,34.1235,34.248,25089681
2013-08-09,34.1546,34.3103,34.0301,34.1858,25862360
2013-08-12,34.248,34.2792,34.0612,34.248,12024912
2013-08-13,34.5905,34.5905,34.4348,34.466,7627486
2013-08-14,34.4971,34.5905,34.3103,34.5905,11120302
2013-08-15,34.248,34.2792,33.9367,34.1546,17432561
2013-08-16,34.4037,34.5282,34.0301,34.0301,17785551
2013-08-19,34.3103,34.3103,34.1546,34.2792,8438620
2013-08-20,33.9989,34.3414,33.9367,34.1546,19856498
2013-08-22,33.7187,33.8433,33.5319,33.8121,30612447
2013-08-23,34.1546,34.248,33.9367,33.9367,16798781
2013-08-26,34.3103,34.3726,34.0924,34.248,6650143
2013-08-27,33.9989,34.248,33.9989,34.248,7339895
2013-08-28,34.0924,34.0924,33.8121,33.8433,9583954
2013-08-29,34.5594,34.6216,34.1546,34.1546,12791404
2013-08-30,34.7773,34.7773,34.4971,34.6216,11435856
2013-09-02,35.0575,35.1198,34.8085,34.8396,20804919
2013-09-03,35.2755,35.3066,35.1198,35.2443,20556239
2013-09-04,35.2132,35.2443,35.0264,35.1821,10480444
2013-09-05,35.4311,35.4623,35.2132,35.3066,21411913
2013-09-06,35.4934,35.5245,35.4,35.4,22393275
2013-09-09,35.618,35.6802,35.3066,35.4934,17058581
2013-09-10,35.7114,35.867,35.5868,35.7114,23422376
2013-09-11,35.8048,35.8048,35.5557,35.8048,20577058
2013-09-12,35.8359,35.9293,35.6802,35.7425,12988288
2013-09-13,35.5557,35.867,35.5557,35.8048,5616027
2013-09-16,35.9916,36.085,35.7736,35.7736,14816216
2013-09-17,35.9604,35.9604,35.8048,35.8048,6240628
2013-09-18,35.8359,36.1161,35.8359,36.0538,14816839
2013-09-23,36.1161,36.2095,35.8048,35.8359,10272430
2013-09-24,36.1472,36.1784,35.9604,36.1161,10109391
2013-09-25,35.9916,36.1161,35.867,36.1161,4177369
2013-09-26,35.6491,35.9916,35.618,35.9293,4355788
2013-09-27,35.7425,35.8359,35.7114,35.7425,4768533
2013-09-30,35.5868,35.6802,35.3377,35.4934,16694045
2013-10-01,35.5868,35.6802,35.4934,35.4934,15431775
2013-10-02,35.7114,35.8048,35.6491,35.8048,11303711
2013-10-03,36.4586,36.6143,35.7736,35.8048,23774643
2013-10-04,36.3963,36.4586,36.2718,36.4275,16689318
2013-10-07,36.0538,36.2095,36.0227,36.2095,4869744
2013-10-08,36.334,36.3963,35.9916,36.0227,9440826
2013-10-09,36.2406,36.334,36.1161,36.1784,6006272
2013-10-11,36.3963,36.7077,36.3652,36.6454,9045228
2013-10-14,36.1161,36.3652,36.085,36.3652,6623978
2013-10-15,36.4274,36.4897,36.3029,36.3963,8042634
2013-10-16,36.2718,36.4897,36.2718,36.3963,7029103
2013-10-17,36.4586,36.6454,36.3963,36.5209,5062547
2013-10-18,36.7699,36.8011,36.5209,36.5209,14818570
2013-10-21,36.7388,36.8322,36.6454,36.7699,6552193
2013-10-22,36.7388,36.8011,36.4897,36.6142,7199462
2013-10-23,36.552,36.8011,36.4897,36.8011,8639415
2013-10-24,36.6795,36.7751,36.4245,36.7751,7935549
2013-10-25,36.3926,36.552,36.2333,36.552,11177175
2013-10-28,36.6476,36.7432,36.3927,36.4245,6936708
2013-10-29,36.8069,36.8388,36.5201,36.6157,5790985
2013-10-30,36.9025,36.9025,36.7432,36.8388,4375748
2013-10-31,36.9025,36.9981,36.7113,36.8707,6045775
2013-11-01,36.7113,37.03,36.6157,36.9663,6293364
2013-11-04,36.552,36.5839,36.3927,36.5839,6647499
2013-11-05,36.2014,36.552,36.1696,36.4883,7879372
2013-11-06,36.2014,36.2652,36.074,36.2014,4717161
2013-11-07,36.1058,36.2333,36.0102,36.2333,4901449
2013-11-08,35.9784,36.1058,35.9146,36.074,6209803
2013-11-11,35.8828,36.0102,35.819,35.9784,8237847
2013-11-12,36.0102,36.074,35.819,36.074,6243339
2013-11-13,35.5322,35.8828,35.5004,35.8509,17168796
2013-11-14,35.6278,35.7553,35.4685,35.6916,15583085
2013-11-15,35.7872,35.9146,35.6278,35.7553,12722507
2013-11-18,35.9784,36.0102,35.819,35.9146,5565731
2013-11-19,36.2014,36.2333,36.0421,36.0421,8478759
2013-11-20,35.9784,36.1377,35.9146,36.1058,9701799
2013-11-21,35.341,35.7553,35.3092,35.7553,35062264
2013-11-22,35.3729,35.5004,35.3729,35.3729,10937407
2013-11-25,35.8509,36.0102,35.7872,35.7872,10345365
2013-11-26,36.1377,36.2652,35.6916,35.6916,9878559
2013-11-27,36.3289,36.3608,36.1058,36.1377,8118057
2013-11-28,36.552,36.6157,36.4564,36.552,11237010
2013-11-29,36.6795,36.7751,36.4883,36.552,14720545
2013-12-02,36.6157,36.7751,36.552,36.7113,5600990
2013-12-03,36.6476,36.6476,36.4245,36.552,7385103
2013-12-04,36.6157,36.7432,36.4564,36.4882,7401796
2013-12-05,36.3926,36.6476,36.3289,36.6157,6056780
2013-12-06,36.4245,36.5839,36.2652,36.3608,4023610
2013-12-09,36.7432,36.9344,36.6795,36.6795,8645140
2013-12-10,36.8388,36.9025,36.6794,36.6794,6866804
2013-12-11,36.8707,37.1575,36.7432,36.9344,10106222
2013-12-12,36.5839,36.7113,36.4564,36.7113,4216323
2013-12-13,36.552,36.5839,36.3608,36.3927,5099860
2013-12-16,36.2652,36.4882,36.1377,36.4882,6971824
2013-12-17,36.4564,36.5201,36.3927,36.4245,3090413
2013-12-18,36.3289,36.4564,36.2333,36.4564,3488194
2013-12-19,36.552,36.6476,36.4245,36.5839,6051598
2013-12-20,36.6157,36.6795,36.4564,36.552,4317836
2013-12-23,36.8707,36.9663,36.6795,36.6795,9016858
2013-12-24,36.8388,36.9025,36.7751,36.8707,5052909
2013-12-25,36.8707,36.9344,36.8069,36.9025,3321019
2013-12-26,36.8707,36.9344,36.8388,36.8707,3417207
2013-12-27,37.1575,37.2212,36.8388,36.8388,12606977
2013-12-30,37.4761,37.5718,37.1893,37.1893,18118818
2013-12-31,37.4124,37.6355,37.4124,37.6355,12256516
2014-01-02,9.3292,9.3611,9.2973,9.3531,43048292
2014-01-03,9.2177,9.3133,9.1938,9.3133,58038024
2014-01-06,9.1938,9.2336,9.1699,9.2017,59483240
2014-01-07,9.1938,9.2256,9.1938,9.2017,52513328
2014-01-08,9.2097,9.2336,9.1938,9.1938,30420860
2014-01-09,9.1699,9.2097,9.146,9.1858,34284912
2014-01-10,9.1699,9.1858,9.1619,9.1619,18966496
2014-01-13,9.2256,9.2734,9.2097,9.2416,24719476
2014-01-14,9.2097,9.2177,9.1778,9.1938,17105764
2014-01-15,9.3053,9.3133,9.2336,9.2336,46703380
2014-01-16,9.3292,9.3611,9.3212,9.3212,51086792
2014-01-17,9.3451,9.3531,9.2894,9.3372,32678336
2014-01-20,9.369,9.369,9.3053,9.3053,22508624
2014-01-21,9.3292,9.377,9.3212,9.3611,27854648
2014-01-22,9.3451,9.3451,9.2973,9.3133,27352876
2014-01-23,9.3212,9.3611,9.2973,9.3372,27619472
2014-01-24,9.3451,9.369,9.2894,9.2894,42824140
2014-01-27,9.1778,9.2734,9.1539,9.2575,85301372
2014-02-05,8.891,8.9866,8.8592,8.9866,230238436
2014-02-06,8.9229,8.9548,8.891,8.9149,51415188
2014-02-07,9.0185,9.0344,8.9707,8.9866,64110096
2014-02-10,9.0185,9.0663,9.0185,9.0663,24080716
2014-02-11,9.0743,9.0743,9.0185,9.0185,22328312
2014-02-12,9.1699,9.1699,9.1061,9.1061,74418164
2014-02-13,9.146,9.1699,9.138,9.1539,32942784
2014-02-14,9.2336,9.2734,9.1938,9.1938,89315428
2014-02-17,9.2336,9.2814,9.2336,9.2575,61739836
2014-02-18,9.2655,9.2655,9.2097,9.2336,52354744
2014-02-19,9.2655,9.2734,9.2495,9.2575,53466752
2014-02-20,9.1858,9.2495,9.1778,9.2495,54949324
2014-02-21,9.2734,9.3133,9.2734,9.3053,69269712
2014-02-24,9.2256,9.3133,9.2097,9.3053,29472252
2014-02-25,9.2655,9.2814,9.2336,9.2814,34487972
2014-02-26,9.3053,9.3212,9.2336,9.2416,35814604
2014-02-27,9.2894,9.3133,9.2894,9.2894,14705832
2014-03-03,9.2336,9.2655,9.1619,9.2097,32083740
2014-03-04,9.1938,9.2416,9.1938,9.2256,24742744
2014-03-05,9.2894,9.3133,9.2734,9.2734,27606472
2014-03-06,9.4248,9.4328,9.2973,9.2973,104906556
2014-03-07,9.4646,9.5284,9.4487,9.4487,121579216
2014-03-10,9.4089,9.4646,9.3929,9.4487,31723268
2014-03-11,9.4567,9.4726,9.4248,9.4407,19870876
2014-03-12,9.369,9.4009,9.3611,9.377,10686956
2014-03-13,9.5204,9.5284,9.4407,9.4407,102771300
2014-03-14,9.4248,9.4487,9.4168,9.4248,53798460
2014-03-17,9.4089,9.4328,9.385,9.4248,35932728
2014-03-18,9.4646,9.4806,9.4328,9.4646,59453116
2014-03-19,9.4407,9.4726,9.3929,9.4646,39421576
2014-03-20,9.3212,9.3531,9.2894,9.3531,73931636
2014-03-21,9.3212,9.3451,9.3053,9.3451,16571936
2014-03-24,9.3451,9.3451,9.2814,9.3133,45385080
2014-03-25,9.4248,9.4248,9.3212,9.3212,19660108
2014-03-26,9.5124,9.5124,9.4567,9.4726,39920680
2014-03-27,9.5284,9.5363,9.4726,9.4806,45032628
2014-03-28,9.5443,9.5762,9.5284,9.5363,80659560
2014-03-31,9.5762,9.5841,9.5443,9.5682,68747604
2014-04-01,9.6558,9.6558,9.5921,9.6001,115344888
2014-04-02,9.6877,9.7435,9.6877,9.6877,76419420
2014-04-03,9.6638,9.7116,9.6638,9.6877,50481320
2014-04-07,9.6399,9.6399,9.608,9.624,45521276
2014-04-08,9.6877,9.7036,9.6319,9.6319,56047548
2014-04-09,9.7196,9.7355,9.6877,9.6877,48268256
2014-04-10,9.7514,9.7674,9.7036,9.7594,53947896
2014-04-11,9.7435,9.7435,9.6877,9.6877,60076540
2014-04-14,9.7275,9.7514,9.7036,9.7355,53588012
2014-04-15,9.7753,9.7913,9.7514,9.7514,55573664
2014-04-16,9.7674,9.7992,9.7355,9.7753,28198764
2014-04-17,9.7435,9.7833,9.7355,9.7674,14127132
2014-04-18,9.8072,9.863,9.7992,9.8391,28291008
2014-04-21,9.8072,9.8231,9.7913,9.7913,13622592
2014-04-22,9.8391,9.8709,9.8072,9.8072,36551020
2014-04-23,9.8231,9.8869,9.7992,9.855,21948456
2014-04-24,9.8391,9.847,9.8152,9.8311,18072820
2014-04-25,9.6718,9.847,9.6558,9.8231,91612672
2014-04-28,9.7594,9.7992,9.608,9.608,33931452
2014-04-29,9.7753,9.7992,9.7355,9.7594,26075860
2014-04-30,9.7196,9.7913,9.6877,9.7833,22392560
2014-05-02,9.7674,9.8231,9.7435,9.7435,30587352
2014-05-05,9.7514,9.8152,9.7196,9.8072,27383572
2014-05-06,9.8072,9.8391,9.7355,9.7992,41254052
2014-05-07,9.7833,9.8152,9.7514,9.7992,31511704
2014-05-08,9.855,9.855,9.7833,9.8152,15325912
2014-05-09,9.7913,9.855,9.7913,9.8311,15729556
2014-05-12,9.7435,9.7992,9.7355,9.7992,15734644
2014-05-13,9.7913,9.8391,9.7753,9.8152,22442856
2014-05-14,9.847,9.847,9.7913,9.8152,42958252
2014-05-15,9.8391,9.855,9.8072,9.8391,35614296
2014-05-16,9.855,9.855,9.7833,9.8231,36554592
2014-05-19,9.855,9.8789,9.847,9.855,28663524
2014-05-20,9.8948,9.9267,9.863,9.863,39787544
2014-05-21,9.847,9.9108,9.8391,9.8789,26096820
2014-05-22,9.9825,9.9825,9.8709,9.8789,58661756
2014-05-23,9.9984,10.0223,9.9825,10.0144,53794872
2014-05-26,10.0462,10.0542,10.0144,10.0144,34575520
2014-05-27,10.0542,10.0701,10.0303,10.0462,32137008
2014-05-28,10.1498,10.1657,10.0622,10.0622,46588340
2014-05-29,10.102,10.1498,10.102,10.1498,38179360
2014-05-30,10.0542,10.11,10.0542,10.102,26862760
2014-06-03,10.0622,10.11,10.0064,10.0622,20440552
2014-06-04,10.102,10.1259,10.0861,10.102,13560892
2014-06-05,10.102,10.102,10.0542,10.0861,6812636
2014-06-06,10.1259,10.1578,10.102,10.1418,13957396
2014-06-09,10.1657,10.1737,10.1339,10.1339,15579336
2014-06-10,10.2295,10.2454,10.1737,10.1737,27372536
2014-06-11,10.2215,10.2374,10.2056,10.2295,20154180
2014-06-12,10.1976,10.2135,10.1817,10.1976,18032364
2014-06-13,10.1737,10.1817,10.1498,10.1817,13289272
2014-06-16,10.1817,10.1976,10.1339,10.1737,10421744
2014-06-17,10.2534,10.2693,10.1737,10.1817,15414832
2014-06-18,10.2773,10.3251,10.2454,10.2613,38138276
2014-06-19,10.349,10.3649,10.2852,10.3012,39733108
2014-06-20,10.3171,10.3729,10.3091,10.349,14230668
2014-06-23,10.3091,10.3569,10.2932,10.3251,55001788
2014-06-24,10.3251,10.3649,10.3091,10.333,31853352
2014-06-25,10.3012,10.3251,10.2932,10.3012,30064760
2014-06-26,10.4127,10.4207,10.3171,10.3171,36832072
2014-06-27,10.4127,10.4127,10.2773,10.4127,36900676
2014-06-30,10.5083,10.5163,10.3888,10.4047,30338020
2014-07-01,10.6039,10.6358,10.4924,10.5083,38459168
2014-07-02,10.6915,10.7632,10.6198,10.6437,46562328
2014-07-03,10.7871,10.8031,10.6597,10.6915,32460236
2014-07-04,10.7871,10.819,10.7314,10.8031,28324140
2014-07-07,10.7712,10.7871,10.7234,10.7553,22060044
2014-07-08,10.7951,10.819,10.7712,10.8031,22024792
2014-07-09,10.811,10.811,10.7553,10.7792,12519380
2014-07-10,10.8907,10.9066,10.8031,10.8031,22510148
2014-07-11,10.8827,10.9465,10.8588,10.8907,31201832
2014-07-14,10.9465,10.9624,10.8748,10.8748,12310112
2014-07-15,10.9863,11.0022,10.9544,10.9863,15824528
2014-07-16,10.8907,10.9943,10.8509,10.9863,20011892
2014-07-17,10.7553,10.8349,10.7234,10.827,32051912
2014-07-18,10.7553,10.7712,10.6756,10.6836,25500700
2014-07-21,10.7553,10.827,10.7553,10.7951,21237792
2014-07-22,10.8509,10.8668,10.7553,10.7871,16624504
2014-07-23,10.8509,10.8509,10.8509,10.8509,0
2014-07-24,10.8987,10.8987,10.8509,10.8827,15397320
2014-07-25,10.7792,10.8987,10.7473,10.8987,22193732
2014-07-28,10.7553,10.8031,10.7234,10.7473,11059612
2014-07-29,10.7473,10.827,10.7075,10.7951,28816012
2014-07-30,10.811,10.827,10.7473,10.7473,11201848
2014-07-31,10.6358,10.811,10.6119,10.811,44525940
2014-08-01,10.5561,10.5641,10.5003,10.5083,51327168
2014-08-04,10.6119,10.6278,10.5322,10.5481,15017540
2014-08-05,10.3968,10.58,10.3729,10.58,78325536
2014-08-06,10.4685,10.4764,10.3649,10.4047,27441640
